timestamp,user_id,username,action,resource,resource_sensitivity,status,source_ip,time_classification
15-05-2025 13:21,USR00043,matthew.bernard,sql_query,Customer_Vault,high,success,192.168.30.9,business_hours
16-05-2025 03:23,USR00034,harsh.jones,sql_query,SIEM,medium,success,192.168.24.67,business_hours
17-05-2025 01:07,USR00099,maria.bianchi,admin_operation,PROD_DB,high,success,192.168.11.118,business_hours
17-05-2025 16:14,USR00048,xiulan.colombo,api_call,HRIS,high,success,192.168.84.234,business_hours
17-05-2025 22:08,USR00056,william.kumar,sql_query,Admin_Console,medium,success,192.168.106.122,unusual_hours
18-05-2025 15:43,USR00007,robert.smith,api_call,Data_Lake,medium,success,192.168.223.107,business_hours
19-05-2025 11:41,USR00001,daniel.singh,api_call,Admin_Console,medium,success,192.168.49.214,business_hours
21-05-2025 12:46,USR00049,thomas.kang,sql_query,PROD_DB,high,success,192.168.241.156,business_hours
21-05-2025 22:50,USR00002,kenneth.moore,api_call,File_Share,low,success,192.168.250.79,business_hours
22-05-2025 12:30,USR00010,jacob.patel,export_data,HRIS,high,success,192.168.240.217,business_hours
22-05-2025 16:23,USR00016,elena.dubois,admin_operation,BI_Tool,low,success,192.168.246.175,business_hours
23-05-2025 01:19,USR00077,neha.taylor,admin_operation,Customer_Vault,high,success,192.168.168.202,weekend
24-05-2025 18:49,USR00078,christopher.menon,export_data,Customer_Vault,high,success,192.168.188.0,night
25-05-2025 02:59,USR00019,joshua.white,login,BI_Tool,low,success,192.168.144.43,business_hours
25-05-2025 12:53,USR00008,thomas.iyer,login,Customer_Vault,high,failure,192.168.20.212,night
26-05-2025 14:46,USR00041,matthew.huang,export_data,Data_Lake,medium,success,192.168.42.19,night
26-05-2025 19:23,USR00019,joshua.white,login,Data_Lake,medium,success,192.168.201.25,night
26-05-2025 22:24,USR00074,mark.he,file_access,Data_Lake,medium,success,192.168.251.86,unusual_hours
27-05-2025 00:43,USR00086,ryan.colombo,export_data,PROD_DB,high,success,192.168.210.82,business_hours
27-05-2025 03:41,USR00015,sophia.white,sql_query,Data_Lake,medium,success,192.168.25.163,business_hours
27-05-2025 06:47,USR00088,william.jang,api_call,GL_System,high,success,192.168.112.48,unusual_hours
27-05-2025 10:42,USR00087,aditya.taylor,export_data,Admin_Console,medium,success,192.168.55.27,business_hours
30-05-2025 15:03,USR00005,george.lim,admin_operation,Customer_Vault,high,success,192.168.104.15,unusual_hours
30-05-2025 16:37,USR00037,ronald.wilson,file_access,Data_Lake,medium,success,192.168.44.248,business_hours
30-05-2025 20:55,USR00087,aditya.taylor,export_data,BI_Tool,low,success,192.168.37.32,business_hours
31-05-2025 05:39,USR00055,neha.johnson,sql_query,SIEM,medium,success,192.168.168.99,business_hours
31-05-2025 13:38,USR00068,robert.patel,export_data,BI_Tool,low,success,192.168.179.37,business_hours
31-05-2025 21:57,USR00046,deepika.li,sql_query,SIEM,medium,success,192.168.162.25,business_hours
01-06-2025 11:31,USR00040,nicholas.romano,api_call,Email_Archive,medium,success,192.168.96.15,night
01-06-2025 13:43,USR00060,vikram.gonzalez,login,PROD_DB,high,success,192.168.203.30,night
01-06-2025 14:32,USR00052,leila.sun,admin_operation,HRIS,high,success,192.168.52.121,night
01-06-2025 23:01,USR00063,daniel.colombo,admin_operation,File_Share,low,success,192.168.96.0,business_hours
03-06-2025 06:40,USR00062,nisha.jones,api_call,File_Share,low,success,192.168.21.0,business_hours
03-06-2025 08:17,USR00057,zainab.jo,sql_query,Email_Archive,medium,success,192.168.187.193,business_hours
04-06-2025 17:37,USR00043,matthew.bernard,login,File_Share,low,success,192.168.8.211,unusual_hours
05-06-2025 17:20,USR00078,christopher.menon,api_call,BI_Tool,low,success,192.168.189.196,business_hours
05-06-2025 17:43,USR00077,neha.taylor,login,PROD_DB,high,success,192.168.216.148,business_hours
05-06-2025 20:54,USR00062,nisha.jones,admin_operation,SIEM,medium,success,192.168.92.167,business_hours
06-06-2025 23:05,USR00007,robert.smith,admin_operation,Data_Lake,medium,success,192.168.58.67,night
09-06-2025 01:02,USR00054,edward.smith,sql_query,File_Share,low,success,192.168.138.131,business_hours
09-06-2025 15:50,USR00091,steven.thompson,admin_operation,HRIS,high,success,192.168.19.56,weekend
09-06-2025 23:49,USR00096,edward.thomas,export_data,HRIS,high,success,192.168.249.115,business_hours
10-06-2025 03:22,USR00023,isha.jones,admin_operation,PROD_DB,high,success,192.168.148.177,business_hours
10-06-2025 11:27,USR00015,sophia.white,api_call,Email_Archive,medium,failure,192.168.32.148,business_hours
10-06-2025 11:37,USR00006,kevin.ramirez,api_call,Email_Archive,medium,success,192.168.131.167,business_hours
11-06-2025 06:41,USR00020,karan.white,api_call,Data_Lake,medium,success,192.168.122.33,unusual_hours
11-06-2025 12:03,USR00023,isha.jones,login,HRIS,high,success,192.168.240.187,business_hours
14-06-2025 17:48,USR00005,george.lim,export_data,Admin_Console,medium,success,192.168.228.7,business_hours
14-06-2025 19:02,USR00000,pooja.murphy,admin_operation,Customer_Vault,high,success,192.168.37.250,business_hours
15-06-2025 04:48,USR00063,daniel.colombo,login,Admin_Console,medium,success,192.168.150.182,unusual_hours
15-06-2025 07:38,USR00022,harsh.patel,export_data,SIEM,medium,success,192.168.68.169,business_hours
15-06-2025 15:08,USR00037,ronald.wilson,export_data,Email_Archive,medium,success,192.168.224.134,business_hours
16-06-2025 04:37,USR00065,timothy.xu,file_access,Data_Lake,medium,success,192.168.156.10,business_hours
16-06-2025 19:57,USR00004,diya.anderson,admin_operation,GL_System,high,success,192.168.102.218,night
17-06-2025 06:53,USR00035,nikhil.rao,login,Admin_Console,medium,success,192.168.142.174,unusual_hours
17-06-2025 23:05,USR00039,stephen.bhat,export_data,Customer_Vault,high,success,192.168.225.174,business_hours
18-06-2025 12:50,USR00092,charles.sullivan,export_data,Admin_Console,medium,success,192.168.187.195,weekend
18-06-2025 23:17,USR00012,vikram.white,admin_operation,Email_Archive,medium,success,192.168.154.12,business_hours
20-06-2025 00:50,USR00039,stephen.bhat,login,HRIS,high,success,192.168.247.74,business_hours
21-06-2025 16:48,USR00011,maria.o'brien,file_access,Email_Archive,medium,success,192.168.168.158,unusual_hours
23-06-2025 16:02,USR00031,amitabh.taylor,export_data,GL_System,high,success,192.168.18.236,business_hours
23-06-2025 22:29,USR00044,pooja.mishra,api_call,Admin_Console,medium,success,192.168.2.25,unusual_hours
24-06-2025 16:58,USR00001,daniel.singh,sql_query,HRIS,high,success,192.168.155.178,business_hours
24-06-2025 18:34,USR00044,pooja.mishra,export_data,HRIS,high,success,192.168.224.100,business_hours
25-06-2025 12:08,USR00073,joshua.becker,login,Data_Lake,medium,success,192.168.41.80,business_hours
25-06-2025 22:43,USR00075,timothy.huang,sql_query,PROD_DB,high,success,192.168.77.199,business_hours
26-06-2025 04:18,USR00000,pooja.murphy,export_data,Data_Lake,medium,success,192.168.188.246,night
26-06-2025 05:43,USR00062,nisha.jones,api_call,Email_Archive,medium,success,192.168.30.248,business_hours
26-06-2025 07:43,USR00067,donald.wang,admin_operation,SIEM,medium,success,192.168.132.42,business_hours
26-06-2025 12:46,USR00059,thomas.lewis,file_access,PROD_DB,high,success,192.168.114.158,business_hours
26-06-2025 23:14,USR00084,aditya.gupta,sql_query,Data_Lake,medium,success,192.168.77.27,unusual_hours
27-06-2025 13:46,USR00003,sanjana.li,api_call,GL_System,high,failure,192.168.131.121,business_hours
28-06-2025 16:06,USR00049,thomas.kang,login,BI_Tool,low,success,192.168.74.207,weekend
29-06-2025 14:32,USR00044,pooja.mishra,api_call,PROD_DB,high,success,192.168.48.115,weekend
29-06-2025 14:36,USR00010,jacob.patel,login,Email_Archive,medium,success,192.168.26.11,business_hours
30-06-2025 03:01,USR00019,joshua.white,admin_operation,Customer_Vault,high,success,192.168.151.198,unusual_hours
30-06-2025 13:50,USR00033,michael.sharma,sql_query,Customer_Vault,high,success,192.168.200.222,unusual_hours
02-07-2025 11:07,USR00082,arjun.hwang,file_access,Customer_Vault,high,success,192.168.73.232,business_hours
03-07-2025 03:05,USR00009,aditya.burke,sql_query,PROD_DB,high,success,192.168.30.95,night
03-07-2025 04:58,USR00001,daniel.singh,sql_query,File_Share,low,success,192.168.214.45,night
03-07-2025 19:18,USR00039,stephen.bhat,sql_query,Email_Archive,medium,success,192.168.9.61,business_hours
04-07-2025 03:37,USR00028,paul.singh,api_call,Customer_Vault,high,success,192.168.117.15,unusual_hours
05-07-2025 03:24,USR00047,george.clark,export_data,Data_Lake,medium,success,192.168.120.226,business_hours
07-07-2025 20:34,USR00090,neha.o'brien,admin_operation,PROD_DB,high,success,192.168.105.188,business_hours
08-07-2025 04:00,USR00020,karan.white,admin_operation,Data_Lake,medium,success,192.168.27.139,weekend
08-07-2025 04:38,USR00094,donald.schulz,login,Customer_Vault,high,success,192.168.79.123,business_hours
08-07-2025 08:16,USR00069,nikhil.jang,file_access,HRIS,high,success,192.168.176.242,business_hours
09-07-2025 08:43,USR00008,thomas.iyer,api_call,GL_System,high,success,192.168.58.35,weekend
09-07-2025 23:39,USR00002,kenneth.moore,sql_query,Email_Archive,medium,success,192.168.170.2,night
11-07-2025 17:51,USR00083,ryan.thomas,export_data,GL_System,high,success,192.168.189.216,business_hours
13-07-2025 02:18,USR00016,elena.dubois,login,Admin_Console,medium,success,192.168.176.19,business_hours
13-07-2025 17:24,USR00007,robert.smith,api_call,Data_Lake,medium,success,192.168.124.140,business_hours
14-07-2025 12:27,USR00004,diya.anderson,file_access,Customer_Vault,high,success,192.168.194.169,business_hours
17-07-2025 09:03,USR00032,pooja.martin,export_data,HRIS,high,success,192.168.35.12,weekend
19-07-2025 06:23,USR00024,nicholas.jackson,sql_query,Data_Lake,medium,success,192.168.87.26,business_hours
20-07-2025 04:53,USR00042,kenneth.sanchez,admin_operation,BI_Tool,low,success,192.168.70.223,night
20-07-2025 17:58,USR00048,xiulan.colombo,admin_operation,Admin_Console,medium,success,192.168.24.191,business_hours
21-07-2025 16:25,USR00095,priya.petit,api_call,BI_Tool,low,success,192.168.27.197,business_hours
24-07-2025 13:57,USR00051,meera.quinn,sql_query,HRIS,high,success,192.168.117.96,business_hours
24-07-2025 15:43,USR00032,pooja.martin,api_call,BI_Tool,low,success,192.168.30.6,night
25-07-2025 02:13,USR00033,michael.sharma,admin_operation,Customer_Vault,high,success,192.168.195.154,business_hours
25-07-2025 14:57,USR00019,joshua.white,sql_query,SIEM,medium,success,192.168.219.253,business_hours
26-07-2025 16:05,USR00048,xiulan.colombo,sql_query,File_Share,low,success,192.168.204.170,business_hours
27-07-2025 09:55,USR00086,ryan.colombo,login,BI_Tool,low,success,192.168.161.164,business_hours
29-07-2025 20:25,USR00000,pooja.murphy,sql_query,Data_Lake,medium,success,192.168.212.84,business_hours
30-07-2025 17:35,USR00031,amitabh.taylor,admin_operation,BI_Tool,low,success,192.168.119.159,business_hours
31-07-2025 15:47,USR00005,george.lim,admin_operation,GL_System,high,success,192.168.69.154,business_hours
31-07-2025 22:33,USR00057,zainab.jo,export_data,PROD_DB,high,success,192.168.2.121,business_hours
01-08-2025 00:11,USR00077,neha.taylor,api_call,HRIS,high,success,192.168.28.246,business_hours
01-08-2025 02:20,USR00002,kenneth.moore,api_call,PROD_DB,high,success,192.168.63.221,night
01-08-2025 19:05,USR00001,daniel.singh,sql_query,SIEM,medium,success,192.168.153.145,business_hours
01-08-2025 23:48,USR00001,daniel.singh,sql_query,File_Share,low,success,192.168.168.226,weekend
03-08-2025 19:03,USR00039,stephen.bhat,export_data,SIEM,medium,success,192.168.44.223,business_hours
03-08-2025 22:40,USR00063,daniel.colombo,export_data,Admin_Console,medium,success,192.168.9.215,unusual_hours
04-08-2025 10:22,USR00053,timothy.jo,admin_operation,Customer_Vault,high,success,192.168.72.13,unusual_hours
04-08-2025 15:13,USR00077,neha.taylor,login,Email_Archive,medium,success,192.168.122.63,business_hours
04-08-2025 17:36,USR00023,isha.jones,api_call,HRIS,high,success,192.168.252.118,unusual_hours
06-08-2025 20:55,USR00040,nicholas.romano,file_access,GL_System,high,success,192.168.231.23,business_hours
07-08-2025 07:07,USR00000,pooja.murphy,file_access,Email_Archive,medium,success,192.168.79.225,business_hours
07-08-2025 10:30,USR00048,xiulan.colombo,login,GL_System,high,success,192.168.248.195,night
07-08-2025 14:29,USR00027,pooja.sullivan,login,HRIS,high,success,192.168.71.61,unusual_hours
07-08-2025 14:34,USR00070,jeffrey.chen,export_data,Email_Archive,medium,success,192.168.210.234,business_hours
08-08-2025 10:58,USR00074,mark.he,admin_operation,Customer_Vault,high,success,192.168.76.98,night
09-08-2025 05:40,USR00093,nadia.muller,login,Customer_Vault,high,success,192.168.236.117,business_hours
09-08-2025 06:00,USR00098,jason.white,api_call,BI_Tool,low,success,192.168.35.30,business_hours
09-08-2025 08:42,USR00076,stephen.guo,admin_operation,BI_Tool,low,success,192.168.95.224,business_hours
09-08-2025 16:28,USR00054,edward.smith,api_call,BI_Tool,low,success,192.168.48.41,weekend
09-08-2025 17:51,USR00003,sanjana.li,file_access,PROD_DB,high,success,192.168.4.133,business_hours
09-08-2025 18:00,USR00003,sanjana.li,export_data,Customer_Vault,high,success,192.168.217.234,night
10-08-2025 05:42,USR00042,kenneth.sanchez,api_call,Customer_Vault,high,success,192.168.28.252,unusual_hours
10-08-2025 08:43,USR00034,harsh.jones,api_call,Email_Archive,medium,success,192.168.47.247,night
10-08-2025 13:29,USR00057,zainab.jo,login,Admin_Console,medium,success,192.168.205.66,business_hours
10-08-2025 13:34,USR00075,timothy.huang,export_data,GL_System,high,success,192.168.109.227,night
10-08-2025 20:47,USR00092,charles.sullivan,login,GL_System,high,success,192.168.182.164,business_hours
11-08-2025 19:10,USR00040,nicholas.romano,login,HRIS,high,success,192.168.187.35,weekend
13-08-2025 00:03,USR00080,david.rodriguez,admin_operation,Customer_Vault,high,success,192.168.135.119,business_hours
13-08-2025 15:12,USR00048,xiulan.colombo,file_access,BI_Tool,low,success,192.168.191.245,unusual_hours
17-08-2025 10:48,USR00005,george.lim,export_data,Admin_Console,medium,success,192.168.252.34,business_hours
17-08-2025 23:26,USR00024,nicholas.jackson,export_data,Data_Lake,medium,success,192.168.132.46,business_hours
18-08-2025 04:08,USR00076,stephen.guo,file_access,File_Share,low,success,192.168.42.26,business_hours
20-08-2025 09:20,USR00098,jason.white,sql_query,BI_Tool,low,success,192.168.196.133,unusual_hours
20-08-2025 11:01,USR00095,priya.petit,file_access,SIEM,medium,success,192.168.242.241,business_hours
21-08-2025 03:02,USR00065,timothy.xu,admin_operation,Email_Archive,medium,failure,192.168.238.76,business_hours
22-08-2025 05:49,USR00026,stephen.bhat,export_data,GL_System,high,success,192.168.81.209,unusual_hours
22-08-2025 09:01,USR00095,priya.petit,api_call,PROD_DB,high,failure,192.168.95.102,business_hours
22-08-2025 20:22,USR00092,charles.sullivan,api_call,BI_Tool,low,success,192.168.95.89,unusual_hours
23-08-2025 15:36,USR00061,sophia.hernandez,file_access,Customer_Vault,high,success,192.168.145.237,business_hours
24-08-2025 06:48,USR00092,charles.sullivan,file_access,File_Share,low,success,192.168.123.75,unusual_hours
25-08-2025 05:47,USR00016,elena.dubois,sql_query,BI_Tool,low,success,192.168.187.102,weekend
25-08-2025 16:44,USR00078,christopher.menon,file_access,SIEM,medium,success,192.168.4.183,business_hours
26-08-2025 22:18,USR00000,pooja.murphy,export_data,GL_System,high,success,192.168.42.189,weekend
27-08-2025 01:33,USR00051,meera.quinn,export_data,Email_Archive,medium,success,192.168.251.140,business_hours
27-08-2025 16:02,USR00085,varun.rao,admin_operation,PROD_DB,high,success,192.168.124.67,business_hours
27-08-2025 18:09,USR00040,nicholas.romano,admin_operation,Customer_Vault,high,success,192.168.14.115,night
27-08-2025 19:36,USR00073,joshua.becker,login,PROD_DB,high,success,192.168.203.204,weekend
27-08-2025 20:44,USR00098,jason.white,api_call,Customer_Vault,high,success,192.168.220.64,business_hours
28-08-2025 19:17,USR00035,nikhil.rao,sql_query,GL_System,high,success,192.168.132.159,business_hours
29-08-2025 15:54,USR00050,nisha.martinez,api_call,File_Share,low,success,192.168.171.5,unusual_hours
29-08-2025 16:39,USR00031,amitabh.taylor,login,HRIS,high,failure,192.168.42.182,night
29-08-2025 17:19,USR00042,kenneth.sanchez,file_access,Admin_Console,medium,success,192.168.45.139,business_hours
29-08-2025 19:00,USR00028,paul.singh,api_call,Admin_Console,medium,success,192.168.246.56,business_hours
30-08-2025 00:59,USR00016,elena.dubois,export_data,BI_Tool,low,success,192.168.65.130,weekend
30-08-2025 02:41,USR00077,neha.taylor,file_access,BI_Tool,low,success,192.168.61.14,business_hours
31-08-2025 01:36,USR00072,amitabh.park,sql_query,Email_Archive,medium,success,192.168.253.180,business_hours
31-08-2025 22:07,USR00068,robert.patel,admin_operation,Email_Archive,medium,success,192.168.59.222,business_hours
04-09-2025 00:54,USR00078,christopher.menon,sql_query,Data_Lake,medium,success,192.168.201.169,business_hours
05-09-2025 21:09,USR00069,nikhil.jang,file_access,HRIS,high,success,192.168.110.97,business_hours
06-09-2025 20:32,USR00034,harsh.jones,sql_query,Data_Lake,medium,success,192.168.122.206,business_hours
07-09-2025 12:12,USR00044,pooja.mishra,export_data,BI_Tool,low,success,192.168.152.133,unusual_hours
07-09-2025 18:51,USR00035,nikhil.rao,export_data,GL_System,high,success,192.168.81.209,unusual_hours
08-09-2025 09:41,USR00077,neha.taylor,sql_query,PROD_DB,high,failure,192.168.211.60,business_hours
09-09-2025 17:57,USR00009,aditya.burke,login,BI_Tool,low,success,192.168.176.180,night
09-09-2025 20:32,USR00091,steven.thompson,api_call,File_Share,low,success,192.168.146.211,unusual_hours
09-09-2025 20:37,USR00061,sophia.hernandez,export_data,Admin_Console,medium,success,192.168.108.222,unusual_hours
11-09-2025 02:47,USR00019,joshua.white,file_access,Admin_Console,medium,success,192.168.163.82,business_hours
11-09-2025 12:26,USR00024,nicholas.jackson,file_access,HRIS,high,success,192.168.96.27,night
12-09-2025 18:12,USR00086,ryan.colombo,export_data,PROD_DB,high,success,192.168.218.0,business_hours
13-09-2025 11:30,USR00012,vikram.white,sql_query,Email_Archive,medium,success,192.168.108.239,business_hours
14-09-2025 02:48,USR00033,michael.sharma,sql_query,SIEM,medium,success,192.168.73.117,business_hours
14-09-2025 06:27,USR00049,thomas.kang,export_data,Email_Archive,medium,success,192.168.25.220,business_hours
14-09-2025 17:46,USR00080,david.rodriguez,api_call,BI_Tool,low,success,192.168.105.185,business_hours
15-09-2025 08:19,USR00049,thomas.kang,file_access,GL_System,high,success,192.168.149.74,business_hours
16-09-2025 02:19,USR00069,nikhil.jang,login,BI_Tool,low,failure,192.168.81.132,business_hours
17-09-2025 02:06,USR00059,thomas.lewis,sql_query,Email_Archive,medium,success,192.168.125.141,business_hours
17-09-2025 09:18,USR00020,karan.white,sql_query,File_Share,low,failure,192.168.181.205,business_hours
17-09-2025 09:42,USR00047,george.clark,export_data,SIEM,medium,success,192.168.39.88,business_hours
17-09-2025 12:56,USR00096,edward.thomas,api_call,Admin_Console,medium,success,192.168.78.106,weekend
17-09-2025 13:47,USR00058,anthony.taylor,api_call,GL_System,high,success,192.168.93.142,business_hours
17-09-2025 21:16,USR00065,timothy.xu,api_call,File_Share,low,success,192.168.251.49,business_hours
18-09-2025 03:23,USR00098,jason.white,login,GL_System,high,success,192.168.110.92,business_hours
18-09-2025 23:40,USR00043,matthew.bernard,login,HRIS,high,success,192.168.79.60,business_hours
19-09-2025 11:28,USR00002,kenneth.moore,sql_query,Data_Lake,medium,success,192.168.253.62,business_hours
21-09-2025 11:02,USR00017,diya.schulz,login,File_Share,low,success,192.168.54.131,business_hours
22-09-2025 07:30,USR00025,diya.romano,file_access,Admin_Console,medium,success,192.168.104.54,business_hours
22-09-2025 08:16,USR00060,vikram.gonzalez,file_access,HRIS,high,success,192.168.51.6,business_hours
22-09-2025 17:06,USR00023,isha.jones,login,SIEM,medium,success,192.168.149.166,business_hours
22-09-2025 23:27,USR00020,karan.white,login,Email_Archive,medium,success,192.168.66.132,unusual_hours
23-09-2025 19:17,USR00030,yuki.meyer,login,SIEM,medium,success,192.168.66.102,business_hours
23-09-2025 23:36,USR00030,yuki.meyer,file_access,HRIS,high,success,192.168.138.123,business_hours
24-09-2025 01:23,USR00055,neha.johnson,admin_operation,GL_System,high,success,192.168.147.204,business_hours
24-09-2025 15:49,USR00062,nisha.jones,file_access,SIEM,medium,success,192.168.218.95,business_hours
26-09-2025 11:08,USR00023,isha.jones,api_call,SIEM,medium,success,192.168.211.137,business_hours
26-09-2025 11:25,USR00006,kevin.ramirez,sql_query,HRIS,high,success,192.168.106.82,weekend
26-09-2025 18:29,USR00080,david.rodriguez,export_data,BI_Tool,low,success,192.168.229.149,business_hours
27-09-2025 02:08,USR00071,richard.johnson,export_data,BI_Tool,low,success,192.168.253.62,business_hours
27-09-2025 12:06,USR00062,nisha.jones,export_data,SIEM,medium,success,192.168.193.245,business_hours
28-09-2025 07:07,USR00005,george.lim,file_access,PROD_DB,high,success,192.168.53.226,business_hours
29-09-2025 01:28,USR00049,thomas.kang,admin_operation,HRIS,high,success,192.168.147.168,business_hours
01-10-2025 02:48,USR00078,christopher.menon,file_access,File_Share,low,success,192.168.8.179,business_hours
01-10-2025 09:42,USR00074,mark.he,sql_query,BI_Tool,low,failure,192.168.56.73,business_hours
01-10-2025 23:30,USR00083,ryan.thomas,export_data,HRIS,high,success,192.168.146.250,business_hours
02-10-2025 07:56,USR00079,varun.weber,sql_query,BI_Tool,low,success,192.168.172.152,unusual_hours
02-10-2025 12:28,USR00089,isha.chen,admin_operation,Customer_Vault,high,success,192.168.0.22,business_hours
03-10-2025 04:30,USR00057,zainab.jo,file_access,Admin_Console,medium,success,192.168.229.89,business_hours
04-10-2025 05:59,USR00043,matthew.bernard,api_call,File_Share,low,success,192.168.204.71,night
06-10-2025 16:00,USR00048,xiulan.colombo,login,Admin_Console,medium,success,192.168.242.41,business_hours
07-10-2025 05:23,USR00049,thomas.kang,sql_query,PROD_DB,high,success,192.168.204.56,unusual_hours
07-10-2025 06:45,USR00054,edward.smith,sql_query,GL_System,high,success,192.168.122.148,business_hours
07-10-2025 13:26,USR00028,paul.singh,sql_query,Admin_Console,medium,success,192.168.217.202,business_hours
08-10-2025 13:38,USR00009,aditya.burke,export_data,GL_System,high,success,192.168.190.50,weekend
09-10-2025 14:06,USR00012,vikram.white,file_access,Customer_Vault,high,success,192.168.90.158,business_hours
09-10-2025 15:47,USR00092,charles.sullivan,file_access,Admin_Console,medium,success,192.168.240.184,business_hours
09-10-2025 16:22,USR00027,pooja.sullivan,api_call,File_Share,low,success,192.168.45.179,unusual_hours
09-10-2025 23:09,USR00050,nisha.martinez,api_call,Email_Archive,medium,success,192.168.191.158,night
10-10-2025 05:18,USR00067,donald.wang,api_call,Data_Lake,medium,success,192.168.41.97,business_hours
11-10-2025 06:15,USR00071,richard.johnson,api_call,PROD_DB,high,success,192.168.83.22,business_hours
13-10-2025 15:32,USR00030,yuki.meyer,sql_query,Data_Lake,medium,success,192.168.86.180,unusual_hours
14-10-2025 08:04,USR00059,thomas.lewis,api_call,Email_Archive,medium,success,192.168.217.26,weekend
14-10-2025 22:30,USR00036,nicholas.harris,sql_query,HRIS,high,success,192.168.197.7,business_hours
15-10-2025 02:55,USR00061,sophia.hernandez,sql_query,BI_Tool,low,success,192.168.1.105,unusual_hours
15-10-2025 11:01,USR00078,christopher.menon,admin_operation,Admin_Console,medium,success,192.168.58.91,business_hours
